Variable;Description;Class;ClassFile;Domain;Type;Sex;Covariates
428.1;Congestive heart failure (CHF) NOS;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
428.2;Heart failure NOS;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
428.3;Heart failure with reduced EF [Systolic or combined heart failure];Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
428.4;Heart failure with preserved EF [Diastolic heart failure];Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
429;Ill-defined descriptions and complications of heart disease;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
429.1;Heart transplant/surgery;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
429.2;Abnormal function study of cardiovascular system;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
429.3;Symptoms involving cardiovascular system;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
429.9;Cardiac complications, not elsewhere classified;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
430;Intracranial hemorrhage;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
430.1;Subarachnoid hemorrhage;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
430.2;Intracerebral hemorrhage;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
430.3;Subdural hemorrhage;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433;Cerebrovascular disease;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.1;Occlusion and stenosis of precerebral arteries;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.11;Occlusion of cerebral arteries, with cerebral infarction;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.12;Cerebral atherosclerosis;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.2;Occlusion of cerebral arteries;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.21;Cerebral artery occlusion, with cerebral infarction;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.3;Cerebral ischemia;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.31;Transient cerebral ischemia;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.32;Moyamoya disease;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.5;Cerebral aneurysm;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.6;Acute, but ill-defined cerebrovascular disease;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
433.8;Late effects of cerebrovascular disease;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
440;Atherosclerosis;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
440.1;Atherosclerosis of renal artery;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
440.2;Atherosclerosis of the extremities;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
440.21;Atherosclerosis of native arteries of the extremities with ulceration or gangrene;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
440.22;Atherosclerosis of native arteries of the extremities with intermittent claudication;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
440.9;Atherosclerosis of aorta;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
441;Vascular insufficiency of intestine;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
441.1;Acute vascular insufficiency of intestine;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
441.2;Chronic vascular insufficiency of intestine;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
442;Other aneurysm;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
442.1;Aortic aneurysm;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
442.11;Abdominal aortic aneurysm;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
442.2;Aneurysm of iliac artery;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
442.3;Aneurysm of artery of lower extremity;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
442.4;Arterial dissection;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
442.8;Aneurysm of other specified artery;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
443;Peripheral vascular disease;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
443.1;Raynaud's syndrome;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
443.7;Peripheral angiopathy in diseases classified elsewhere;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
443.8;Other specified peripheral vascular diseases;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
443.9;Peripheral vascular disease, unspecified;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
444;Arterial embolism and thrombosis;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
444.1;Arterial embolism and thrombosis of lower extremity artery;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
444.2;Embolism and thrombosis of abdominal aorta;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
444.5;Atheroembolism;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446;Polyarteritis nodosa and allied conditions;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446.1;Thromboangiitis obliterans;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446.2;Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease);Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446.3;Hypersensitivity angiitis;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446.4;Wegener's granulomatosis;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446.5;Giant cell arteritis;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446.6;Polyarteritis nodosa;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446.7;Takayasu's disease;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446.8;Thrombotic microangiopathy;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
446.9;Arteritis NOS;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
447;Other disorders of arteries and arterioles;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
447.1;Stricture of artery;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
447.7;Aortic ectasia;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
448;Disease of capillaries;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
450;Noninfectious disorders of lymphatic channels;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
451;Phlebitis and thrombophlebitis;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
451.2;Phlebitis and thrombophlebitis of lower extremities;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
452;Other venous embolism and thrombosis;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
452.1;Iatrogenic pulmonary embolism and infarction;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
452.2;Deep vein thrombosis [DVT];Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
452.8;Postphlebitic syndrome;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
453;Chronic venous hypertension;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
454;Varicose veins;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
454.1;Varicose veins of lower extremity;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
454.11;Varicose veins of lower extremity, symptomtic;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
455;Hemorrhoids;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
456;Chronic venous insufficiency [CVI];Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
457;Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
457.2;Encounter for long-term (current) use of antiplatelets/antithrombotics;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
457.3;Encounter for long-term (current) use of aspirin;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
458;Hypotension;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
458.1;Orthostatic hypotension;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
458.2;Iatrogenic hypotension;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
458.9;Hypotension NOS;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
459;Other disorders of circulatory system;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
459.1;Hemorrhage NOS;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
459.7;Blood vessel replaced;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
459.9;Circulatory disease NEC;Phecodes;data/phenotypes/phecodes.csv;circulatory system;binary;both;sex
464;Acute sinusitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
465;Acute upper respiratory infections of multiple or unspecified sites;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
465.2;Acute pharyngitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
465.4;Acute laryngitis and tracheitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
470;Septal Deviations/Turbinate Hypertrophy;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
471;Nasal polyps;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
472;Chronic pharyngitis and nasopharyngitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
473;Diseases of the larynx and vocal cords;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
473.1;Chronic laryngitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
473.3;Paralysis/spasm of vocal cords or larynx;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
473.4;Voice disturbance;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
474;Acute and chronic tonsillitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
474.1;Acute tonsillitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
474.2;Chronic tonsillitis and adenoiditis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
475;Chronic sinusitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
475.9;Postnasal drip;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
476;Allergic rhinitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
477;Epistaxis or throat hemorrhage;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
478;Throat pain;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
479;Other upper respiratory disease;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
480;Pneumonia;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
480.1;Bacterial pneumonia;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
480.11;Pneumococcal pneumonia;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
480.12;Pseudomonal pneumonia;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
480.13;MRSA pneumonia;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
480.2;Viral pneumonia;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
480.3;Pneumonia due to fungus (mycoses);Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
480.5;Bronchopneumonia and lung abscess;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
481;Influenza;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
483;Acute bronchitis and bronchiolitis;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
495;Asthma;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
495.1;Chronic obstructive asthma;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
495.11;Chronic obstructive asthma with exacerbation;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
495.2;Asthma with exacerbation;Phecodes;data/phenotypes/phecodes.csv;respiratory;binary;both;sex
